,data_type,material_type,year,month,type,month_current_year,month_prior_year,ytd_current,ytd_prior_year
516,Pounds of Materials Used,Grain Products,2011,8,Malt and malt products,361924350,358726926,2787085795.0,2900309187.0
517,Pounds of Materials Used,Grain Products,2011,8,Corn and corn products,49085339,60424525,429301155.0,476073574.0
518,Pounds of Materials Used,Grain Products,2011,8,Rice and rice products,72428017,63192375,552680384.0,501970932.0
519,Pounds of Materials Used,Grain Products,2011,8,Barley and barley products,6775228,5276045,58323557.0,49971697.0
520,Pounds of Materials Used,Grain Products,2011,8,Wheat and wheat products,1749667,1379102,16528285.0,16376834.0
521,Pounds of Materials Used,Total Grain products,2011,8,Total Grain products,491962601,488998973,3843919176.0,3944702224.0
522,Pounds of Materials Used,Non-Grain Products,2011,8,Sugar and syrups,60003874,75815015,536119262.0,523858114.0
523,Pounds of Materials Used,Non-Grain Products,2011,8,Hops (dry),7575266,7272871,72380105.0,60938386.0
524,Pounds of Materials Used,Non-Grain Products,2011,8,Hops (used as extracts),324190,718808,2696353.0,3157284.0
525,Pounds of Materials Used,Non-Grain Products,2011,8,Other,9175477,9572674,79042512.0,89808240.0
526,Pounds of Materials Used,Total Non-Grain products,2011,8,Total Non-Grain products,77078807,93379368,690238232.0,677762024.0
527,Pounds of Materials Used,Total Used,2011,8,Total Used,569041408,582378341,4534157408.0,4622464248.0
528,Pounds of Materials Used,Grain Products,2011,9,Malt and malt products,312845217,329671455,3107159382.0,3230062247.0
529,Pounds of Materials Used,Grain Products,2011,9,Corn and corn products,47180399,77399155,476614073.0,553472829.0
530,Pounds of Materials Used,Grain Products,2011,9,Rice and rice products,55188865,54884345,607871709.0,556857888.0
531,Pounds of Materials Used,Grain Products,2011,9,Barley and barley products,32343039,14107767,92330824.0,64085240.0
532,Pounds of Materials Used,Grain Products,2011,9,Wheat and wheat products,2260859,2150923,18963972.0,18530387.0
533,Pounds of Materials Used,Total Grain products,2011,9,Total Grain products,449818379,478213645,4302939960.0,4423008591.0
534,Pounds of Materials Used,Non-Grain Products,2011,9,Sugar and syrups,61317581,69053125,598050404.0,592912039.0
535,Pounds of Materials Used,Non-Grain Products,2011,9,Hops (dry),7462299,6437916,79901872.0,67378784.0
536,Pounds of Materials Used,Non-Grain Products,2011,9,Hops (used as extracts),298977,300116,2995436.0,3457400.0
537,Pounds of Materials Used,Non-Grain Products,2011,9,Other,10334415,9180751,90288463.0,98989156.0
538,Pounds of Materials Used,Total Non-Grain products,2011,9,Total Non-Grain products,79413272,84971908,771236175.0,762737379.0
539,Pounds of Materials Used,Total Used,2011,9,Total Used,529231651,563185553,5074176135.0,5185745970.0
540,Pounds of Materials Used,Grain Products,2011,10,Malt and malt products,313380880,333230020,3420540262.0,3563292267.0
541,Pounds of Materials Used,Grain Products,2011,10,Corn and corn products,48090884,51427974,524704957.0,604900803.0
542,Pounds of Materials Used,Grain Products,2011,10,Rice and rice products,50132872,55450803,658004581.0,612308691.0
543,Pounds of Materials Used,Grain Products,2011,10,Barley and barley products,6773403,6203762,99104227.0,70289002.0
544,Pounds of Materials Used,Grain Products,2011,10,Wheat and wheat products,1555618,1053279,20519590.0,19583666.0
545,Pounds of Materials Used,Total Grain products,2011,10,Total Grain products,419933657,447365838,4722873617.0,4870374429.0
546,Pounds of Materials Used,Non-Grain Products,2011,10,Sugar and syrups,65478836,67265699,663529240.0,660177738.0
547,Pounds of Materials Used,Non-Grain Products,2011,10,Hops (dry),7238838,9244763,87140710.0,76623547.0
548,Pounds of Materials Used,Non-Grain Products,2011,10,Hops (used as extracts),306588,293914,3302024.0,3751314.0
549,Pounds of Materials Used,Non-Grain Products,2011,10,Other,9544745,8888902,99833208.0,107878058.0
550,Pounds of Materials Used,Total Non-Grain products,2011,10,Total Non-Grain products,82569007,85693278,853805182.0,848430657.0
551,Pounds of Materials Used,Total Used,2011,10,Total Used,502502664,533059116,5576678799.0,5718805086.0
552,Pounds of Materials Used,Grain Products,2011,11,Malt and malt products,303152329,298251207,3725087716.0,3861508317.0
553,Pounds of Materials Used,Grain Products,2011,11,Corn and corn products,53879230,47348859,578634062.0,652254266.0
554,Pounds of Materials Used,Grain Products,2011,11,Rice and rice products,43496310,53779401,701501477.0,666087792.0
555,Pounds of Materials Used,Grain Products,2011,11,Barley and barley products,5909830,5235825,110447469.0,75533654.0
556,Pounds of Materials Used,Grain Products,2011,11,Wheat and wheat products,1297888,1097679,22221291.0,20682123.0
557,Pounds of Materials Used,Total Grain products,2011,11,Total Grain products,407735587,405712971,5137892015.0,5276066152.0
558,Pounds of Materials Used,Non-Grain Products,2011,11,Sugar and syrups,55627592,59184495,719192663.0,719362563.0
559,Pounds of Materials Used,Non-Grain Products,2011,11,Hops (dry),8455615,7727370,95677718.0,84351150.0
560,Pounds of Materials Used,Non-Grain Products,2011,11,Hops (used as extracts),290356,281893,3592971.0,4033338.0
561,Pounds of Materials Used,Non-Grain Products,2011,11,Other,8504780,9117383,108413304.0,116995511.0
562,Pounds of Materials Used,Total Non-Grain products,2011,11,Total Non-Grain products,72878343,76311141,926876656.0,924742562.0
563,Pounds of Materials Used,Total Used,2011,11,Total Used,480613930,482024112,6064768671.0,6200808714.0
564,Pounds of Materials Used,Grain Products,2011,12,Malt and malt products,293640890,285382073,4021632730.0,4147040380.0
565,Pounds of Materials Used,Grain Products,2011,12,Corn and corn products,50507994,48503335,629143328.0,700757601.0
566,Pounds of Materials Used,Grain Products,2011,12,Rice and rice products,46841203,47504543,748353836.0,713595821.0
567,Pounds of Materials Used,Grain Products,2011,12,Barley and barley products,11793946,12815197,123144856.0,88354008.0
568,Pounds of Materials Used,Grain Products,2011,12,Wheat and wheat products,1612682,1588739,23849805.0,22279062.0
569,Pounds of Materials Used,Total Grain products,2011,12,Total Grain products,404396715,395793887,5546124555.0,5672026872.0
570,Pounds of Materials Used,Non-Grain Products,2011,12,Sugar and syrups,52413557,49709103,771622081.0,769088843.0
571,Pounds of Materials Used,Non-Grain Products,2011,12,Hops (dry),11606511,6540100,107566361.0,90902672.0
572,Pounds of Materials Used,Non-Grain Products,2011,12,Hops (used as extracts),238892,255382,3831826.0,4288750.0
573,Pounds of Materials Used,Non-Grain Products,2011,12,Other,8090886,8217736,116335663.0,125562163.0
574,Pounds of Materials Used,Total Non-Grain products,2011,12,Total Non-Grain products,72349846,64722321,999355931.0,989842428.0
575,Pounds of Materials Used,Total Used,2011,12,Total Used,476746561,460516208,6545480486.0,6661869300.0
576,Pounds of Materials Used,Grain Products,2012,1,Malt and malt products,315214803,323332497,315214803.0,323332497.0
577,Pounds of Materials Used,Grain Products,2012,1,Corn and corn products,61859978,58875604,61859978.0,58875604.0
578,Pounds of Materials Used,Grain Products,2012,1,Rice and rice products,63568058,108570592,63568058.0,108570592.0
579,Pounds of Materials Used,Grain Products,2012,1,Barley and barley products,5391781,5265988,5391781.0,5265988.0
580,Pounds of Materials Used,Grain Products,2012,1,Wheat and wheat products,1319508,1232206,1319508.0,1232206.0
581,Pounds of Materials Used,Total Grain products,2012,1,Total Grain products,447354128,497276887,447354128.0,497276887.0
582,Pounds of Materials Used,Non-Grain Products,2012,1,Sugar and syrups,62988309,73785535,62988309.0,73785535.0
583,Pounds of Materials Used,Non-Grain Products,2012,1,Hops (dry),9562820,6073312,9562820.0,6073312.0
584,Pounds of Materials Used,Non-Grain Products,2012,1,Hops (used as extracts),293488,296621,293488.0,296621.0
585,Pounds of Materials Used,Non-Grain Products,2012,1,Other,8994300,8177092,8994300.0,8177092.0
586,Pounds of Materials Used,Total Non-Grain products,2012,1,Total Non-Grain products,81838917,88332560,81838917.0,88332560.0
587,Pounds of Materials Used,Total Used,2012,1,Total Used,529193045,585609447,529193045.0,585609447.0
588,Pounds of Materials Used,Grain Products,2012,2,Malt and malt products,320430694,307475210,636820934.0,630807707.0
589,Pounds of Materials Used,Grain Products,2012,2,Corn and corn products,62631394,54002003,124491372.0,112877607.0
590,Pounds of Materials Used,Grain Products,2012,2,Rice and rice products,54333308,54297565,117901366.0,162868157.0
591,Pounds of Materials Used,Grain Products,2012,2,Barley and barley products,5493934,4869495,10926305.0,10155113.0
592,Pounds of Materials Used,Grain Products,2012,2,Wheat and wheat products,1358318,998978,2680046.0,2231289.0
593,Pounds of Materials Used,Total Grain products,2012,2,Total Grain products,444247648,421643251,892820023.0,918939873.0
594,Pounds of Materials Used,Non-Grain Products,2012,2,Sugar and syrups,65344809,63397161,128336218.0,137182696.0
595,Pounds of Materials Used,Non-Grain Products,2012,2,Hops (dry),1366949,7629811,10951851.0,13703338.0
596,Pounds of Materials Used,Non-Grain Products,2012,2,Hops (used as extracts),361152,275916,654640.0,572537.0
597,Pounds of Materials Used,Non-Grain Products,2012,2,Other,7134068,8143346,16235753.0,16320438.0
598,Pounds of Materials Used,Total Non-Grain products,2012,2,Total Non-Grain products,74206978,79446234,156178462.0,167779009.0
599,Pounds of Materials Used,Total Used,2012,2,Total Used,518454626,501089485,1048998485.0,1086718882.0
600,Pounds of Materials Used,Grain Products,2012,3,Malt and malt products,366122047,365470822,1009578654.0,996278529.0
601,Pounds of Materials Used,Grain Products,2012,3,Corn and corn products,62376094,60979980,186867466.0,173857587.0
602,Pounds of Materials Used,Grain Products,2012,3,Rice and rice products,59022797,62043120,176982238.0,224914647.0
603,Pounds of Materials Used,Grain Products,2012,3,Barley and barley products,15647530,13007288,27337434.0,23162401.0
604,Pounds of Materials Used,Grain Products,2012,3,Wheat and wheat products,2817135,5156353,5551157.0,7387642.0
605,Pounds of Materials Used,Total Grain products,2012,3,Total Grain products,505985603,506657563,1406316949.0,1425600806.0
606,Pounds of Materials Used,Non-Grain Products,2012,3,Sugar and syrups,79859286,75535061,208502522.0,212717757.0
607,Pounds of Materials Used,Non-Grain Products,2012,3,Hops (dry),10288665,10797329,21369040.0,24500667.0
608,Pounds of Materials Used,Non-Grain Products,2012,3,Hops (used as extracts),335010,358304,990107.0,930841.0
609,Pounds of Materials Used,Non-Grain Products,2012,3,Other,11713920,10781726,28047171.0,27102164.0
610,Pounds of Materials Used,Total Non-Grain products,2012,3,Total Non-Grain products,102196881,97472420,258908840.0,265251429.0
611,Pounds of Materials Used,Total Used,2012,3,Total Used,608182484,604129983,1665225789.0,1690852235.0
612,Pounds of Materials Used,Grain Products,2012,4,Malt and malt products,357106000,350632291,1371811277.0,1347043418.0
613,Pounds of Materials Used,Grain Products,2012,4,Corn and corn products,61313630,58634343,248184524.0,232491930.0
614,Pounds of Materials Used,Grain Products,2012,4,Rice and rice products,57264320,53392697,234475024.0,278307344.0
615,Pounds of Materials Used,Grain Products,2012,4,Barley and barley products,7634002,6176978,35997170.0,29387059.0
616,Pounds of Materials Used,Grain Products,2012,4,Wheat and wheat products,2001345,1892923,7697704.0,9563612.0
617,Pounds of Materials Used,Total Grain products,2012,4,Total Grain products,485319297,470729232,1898165699.0,1896793363.0
618,Pounds of Materials Used,Non-Grain Products,2012,4,Sugar and syrups,82481856,68304781,292062517.0,281027866.0
619,Pounds of Materials Used,Non-Grain Products,2012,4,Hops (dry),11641934,9995292,33123667.0,34498385.0
620,Pounds of Materials Used,Non-Grain Products,2012,4,Hops (used as extracts),338454,330339,1329131.0,1261180.0
621,Pounds of Materials Used,Non-Grain Products,2012,4,Other,9872076,10332065,37195769.0,37426741.0
622,Pounds of Materials Used,Total Non-Grain products,2012,4,Total Non-Grain products,104334320,88962477,363711084.0,354214172.0
623,Pounds of Materials Used,Total Used,2012,4,Total Used,589653617,559691709,2261876783.0,2251007535.0
624,Pounds of Materials Used,Grain Products,2012,5,Malt and malt products,373071360,353100730,1744882637.0,1700144148.0
625,Pounds of Materials Used,Grain Products,2012,5,Corn and corn products,66220273,50574451,314404797.0,283066381.0
626,Pounds of Materials Used,Grain Products,2012,5,Rice and rice products,61702673,62449812,296177697.0,340757156.0
627,Pounds of Materials Used,Grain Products,2012,5,Barley and barley products,7116069,6393541,43113239.0,35780600.0
628,Pounds of Materials Used,Grain Products,2012,5,Wheat and wheat products,2141313,1784974,9839017.0,11348586.0
629,Pounds of Materials Used,Total Grain products,2012,5,Total Grain products,510251688,474303508,2408417387.0,2371096871.0
630,Pounds of Materials Used,Non-Grain Products,2012,5,Sugar and syrups,87785168,66296984,379847685.0,347324850.0
631,Pounds of Materials Used,Non-Grain Products,2012,5,Hops (dry),12583340,10156488,45707007.0,44654873.0
632,Pounds of Materials Used,Non-Grain Products,2012,5,Hops (used as extracts),346461,438895,1675592.0,1700075.0
633,Pounds of Materials Used,Non-Grain Products,2012,5,Other,10260031,10803617,47455800.0,48230358.0
634,Pounds of Materials Used,Total Non-Grain products,2012,5,Total Non-Grain products,110975000,87695984,474686084.0,441910156.0
635,Pounds of Materials Used,Total Used,2012,5,Total Used,621226688,561999492,2883103471.0,2813007027.0
636,Pounds of Materials Used,Grain Products,2012,6,Malt and malt products,387306474,382627845,2132189111.0,2082771993.0
637,Pounds of Materials Used,Grain Products,2012,6,Corn and corn products,63113188,49417181,377517985.0,332483562.0
638,Pounds of Materials Used,Grain Products,2012,6,Rice and rice products,59527958,69708002,355705655.0,410468391.0
639,Pounds of Materials Used,Grain Products,2012,6,Barley and barley products,17104839,14997119,60218078.0,50777719.0
640,Pounds of Materials Used,Grain Products,2012,6,Wheat and wheat products,2947584,2654541,12786601.0,14003127.0
641,Pounds of Materials Used,Total Grain products,2012,6,Total Grain products,530000043,519404688,2938417430.0,2890504792.0
642,Pounds of Materials Used,Non-Grain Products,2012,6,Sugar and syrups,89443470,67274820,469291155.0,414599670.0
643,Pounds of Materials Used,Non-Grain Products,2012,6,Hops (dry),12720422,10758127,58427429.0,55413000.0
644,Pounds of Materials Used,Non-Grain Products,2012,6,Hops (used as extracts),474060,339374,2149652.0,2039449.0
645,Pounds of Materials Used,Non-Grain Products,2012,6,Other,11784212,12455007,59240012.0,60685365.0
646,Pounds of Materials Used,Total Non-Grain products,2012,6,Total Non-Grain products,114422164,90827328,589108248.0,532737484.0
647,Pounds of Materials Used,Total Used,2012,6,Total Used,644422207,610232016,3527525678.0,3423242276.0
648,Pounds of Materials Used,Grain Products,2012,7,Malt and malt products,363222892,351467408,2495455374.0,2434239401.0
649,Pounds of Materials Used,Grain Products,2012,7,Corn and corn products,62878256,47894955,440396241.0,380378517.0
650,Pounds of Materials Used,Grain Products,2012,7,Rice and rice products,60381322,69787386,416387427.0,480255777.0
651,Pounds of Materials Used,Grain Products,2012,7,Barley and barley products,9486054,6744178,69704132.0,57521897.0
652,Pounds of Materials Used,Grain Products,2012,7,Wheat and wheat products,2062199,1571775,14848800.0,15574902.0
653,Pounds of Materials Used,Total Grain products,2012,7,Total Grain products,498030723,477465702,3436791974.0,3367970494.0
654,Pounds of Materials Used,Non-Grain Products,2012,7,Sugar and syrups,92543919,62189365,561835567.0,476789035.0
655,Pounds of Materials Used,Non-Grain Products,2012,7,Hops (dry),12188084,9636063,70616140.0,65049063.0
656,Pounds of Materials Used,Non-Grain Products,2012,7,Hops (used as extracts),391852,333300,2541504.0,2372749.0
657,Pounds of Materials Used,Non-Grain Products,2012,7,Other,10558223,9961526,69802320.0,70646891.0
658,Pounds of Materials Used,Total Non-Grain products,2012,7,Total Non-Grain products,115682078,82120254,704795531.0,614857738.0
659,Pounds of Materials Used,Total Used,2012,7,Total Used,613712801,559585956,4141587505.0,3982828232.0
660,Pounds of Materials Used,Grain Products,2012,8,Malt and malt products,362799587,363072250,2861516025.0,2797402418.0
661,Pounds of Materials Used,Grain Products,2012,8,Corn and corn products,53320491,49105904,493716582.0,429484421.0
662,Pounds of Materials Used,Grain Products,2012,8,Rice and rice products,65214228,72428017,481602155.0,552683794.0
663,Pounds of Materials Used,Grain Products,2012,8,Barley and barley products,8622164,7610778,78447311.0,65132675.0
664,Pounds of Materials Used,Grain Products,2012,8,Wheat and wheat products,2286719,1690506,17167694.0,17265408.0
665,Pounds of Materials Used,Total Grain products,2012,8,Total Grain products,492243189,493907455,3932449767.0,3861968716.0
666,Pounds of Materials Used,Non-Grain Products,2012,8,Sugar and syrups,77156577,60020743,638996528.0,536809778.0
667,Pounds of Materials Used,Non-Grain Products,2012,8,Hops (dry),10374025,7609273,81031064.0,72660073.0
668,Pounds of Materials Used,Non-Grain Products,2012,8,Hops (used as extracts),472469,324174,3013973.0,2696923.0
669,Pounds of Materials Used,Non-Grain Products,2012,8,Other,10626133,9426213,80434301.0,80073104.0
670,Pounds of Materials Used,Total Non-Grain products,2012,8,Total Non-Grain products,98629204,77380403,803475866.0,692239878.0
671,Pounds of Materials Used,Total Used,2012,8,Total Used,590872393,571287858,4735925633.0,4554208594.0
672,Pounds of Materials Used,Grain Products,2012,9,Malt and malt products,336789908,316174474,3198706275.0,3113790323.0
673,Pounds of Materials Used,Grain Products,2012,9,Corn and corn products,50320517,47184013,544038171.0,476668434.0
674,Pounds of Materials Used,Grain Products,2012,9,Rice and rice products,62119884,55199197,543722039.0,607885884.0
675,Pounds of Materials Used,Grain Products,2012,9,Barley and barley products,16834020,34557083,95632721.0,99689758.0
676,Pounds of Materials Used,Grain Products,2012,9,Wheat and wheat products,2676324,2397458,19871889.0,19665916.0
677,Pounds of Materials Used,Total Grain products,2012,9,Total Grain products,468740653,455512225,4401971095.0,4317700315.0
678,Pounds of Materials Used,Non-Grain Products,2012,9,Sugar and syrups,65251144,61369571,704250177.0,598179633.0
679,Pounds of Materials Used,Non-Grain Products,2012,9,Hops (dry),10180667,7645101,91226983.0,80307376.0
680,Pounds of Materials Used,Non-Grain Products,2012,9,Hops (used as extracts),301893,299612,3315866.0,2996535.0
681,Pounds of Materials Used,Non-Grain Products,2012,9,Other,11155361,10127576,91721051.0,90200730.0
682,Pounds of Materials Used,Total Non-Grain products,2012,9,Total Non-Grain products,86889065,79441860,890514077.0,771684274.0
683,Pounds of Materials Used,Total Used,2012,9,Total Used,555629718,534954085,5292485172.0,5089384589.0
684,Pounds of Materials Used,Grain Products,2012,10,Malt and malt products,321542825,313742612,3510158822.0,3427666793.0
685,Pounds of Materials Used,Grain Products,2012,10,Corn and corn products,50852126,48091550,591761974.0,524759984.0
686,Pounds of Materials Used,Grain Products,2012,10,Rice and rice products,59885904,50351803,603837897.0,658237709.0
687,Pounds of Materials Used,Grain Products,2012,10,Barley and barley products,9353404,7733859,105883583.0,107427284.0
688,Pounds of Materials Used,Grain Products,2012,10,Wheat and wheat products,1762481,1542572,21677425.0,21210564.0
689,Pounds of Materials Used,Total Grain products,2012,10,Total Grain products,443396740,421462396,4833319701.0,4739302334.0
690,Pounds of Materials Used,Non-Grain Products,2012,10,Sugar and syrups,70185532,65484823,769380701.0,663664645.0
691,Pounds of Materials Used,Non-Grain Products,2012,10,Hops (dry),9505007,7269967,100770829.0,87578226.0
692,Pounds of Materials Used,Non-Grain Products,2012,10,Hops (used as extracts),309173,306580,3621699.0,3303115.0
693,Pounds of Materials Used,Non-Grain Products,2012,10,Other,10274692,9706496,102099596.0,99959413.0
694,Pounds of Materials Used,Total Non-Grain products,2012,10,Total Non-Grain products,90274404,82767866,975872825.0,854505399.0
695,Pounds of Materials Used,Total Used,2012,10,Total Used,533671144,504230262,5809192526.0,5593807733.0
696,Pounds of Materials Used,Grain Products,2012,11,Malt and malt products,295672895,303863556,3806333537.0,3731543767.0
697,Pounds of Materials Used,Grain Products,2012,11,Corn and corn products,44981825,53879230,636743799.0,578639214.0
698,Pounds of Materials Used,Grain Products,2012,11,Rice and rice products,61082730,43496310,664921077.0,701734019.0
699,Pounds of Materials Used,Grain Products,2012,11,Barley and barley products,7563555,6071240,113988430.0,113498524.0
700,Pounds of Materials Used,Grain Products,2012,11,Wheat and wheat products,1709859,1301413,23461660.0,22511977.0
701,Pounds of Materials Used,Total Grain products,2012,11,Total Grain products,411010864,408611749,5245448503.0,5147927501.0
702,Pounds of Materials Used,Non-Grain Products,2012,11,Sugar and syrups,64916501,55693438,834319750.0,719358083.0
703,Pounds of Materials Used,Non-Grain Products,2012,11,Hops (dry),10621547,8468114,111411157.0,96047060.0
704,Pounds of Materials Used,Non-Grain Products,2012,11,Hops (used as extracts),303256,290356,3925112.0,3593471.0
705,Pounds of Materials Used,Non-Grain Products,2012,11,Other,9681814,8545030,111831223.0,108658331.0
706,Pounds of Materials Used,Total Non-Grain products,2012,11,Total Non-Grain products,85523118,72996938,1061487242.0,927656945.0
707,Pounds of Materials Used,Total Used,2012,11,Total Used,496533982,481608687,6306935745.0,6075584446.0
708,Pounds of Materials Used,Grain Products,2012,12,Malt and malt products,299861553,296947972,4106758575.0,4028492092.0
709,Pounds of Materials Used,Grain Products,2012,12,Corn and corn products,43809820,50510647,680554131.0,629149861.0
710,Pounds of Materials Used,Grain Products,2012,12,Rice and rice products,51883289,46842712,716807617.0,748578581.0
711,Pounds of Materials Used,Grain Products,2012,12,Barley and barley products,14176754,14327681,128649934.0,127832365.0
712,Pounds of Materials Used,Grain Products,2012,12,Wheat and wheat products,1789996,1825143,25287736.0,24337120.0
713,Pounds of Materials Used,Total Grain products,2012,12,Total Grain products,411521412,410454155,5658057993.0,5558390019.0
714,Pounds of Materials Used,Non-Grain Products,2012,12,Sugar and syrups,59586860,52502259,893916021.0,771860342.0
715,Pounds of Materials Used,Non-Grain Products,2012,12,Hops (dry),7808600,11679476,119240171.0,107726628.0
716,Pounds of Materials Used,Non-Grain Products,2012,12,Hops (used as extracts),293877,238912,4219099.0,3832383.0
717,Pounds of Materials Used,Non-Grain Products,2012,12,Other,9358030,8397688,121203365.0,117056019.0
718,Pounds of Materials Used,Total Non-Grain products,2012,12,Total Non-Grain products,77047367,72818335,1138578656.0,1000475372.0
719,Pounds of Materials Used,Total Used,2012,12,Total Used,488568779,483272490,6796636649.0,6558865391.0
720,Pounds of Materials Used,Grain Products,2013,1,Malt and malt products,326450615,322367885,326450615.0,322367885.0
721,Pounds of Materials Used,Grain Products,2013,1,Corn and corn products,50597106,61859978,50597106.0,61859978.0
722,Pounds of Materials Used,Grain Products,2013,1,Rice and rice products,62177066,63568058,62177066.0,63568058.0
723,Pounds of Materials Used,Grain Products,2013,1,Barley and barley products,7749970,5830442,7749970.0,5830442.0
724,Pounds of Materials Used,Grain Products,2013,1,Wheat and wheat products,1537526,1345768,1537526.0,1345768.0
725,Pounds of Materials Used,Total Grain products,2013,1,Total Grain products,448512283,454972131,448512283.0,454972131.0
726,Pounds of Materials Used,Non-Grain Products,2013,1,Sugar and syrups,72878590,63306838,72878590.0,63306838.0
727,Pounds of Materials Used,Non-Grain Products,2013,1,Hops (dry),9164708,9657602,9164708.0,9657602.0
728,Pounds of Materials Used,Non-Grain Products,2013,1,Hops (used as extracts),323285,293488,323285.0,293488.0
729,Pounds of Materials Used,Non-Grain Products,2013,1,Other,10673797,9176359,10673797.0,9176359.0
730,Pounds of Materials Used,Total Non-Grain products,2013,1,Total Non-Grain products,93040380,82434287,93040380.0,82434287.0
731,Pounds of Materials Used,Total Used,2013,1,Total Used,541552663,537406418,541552663.0,537406418.0
732,Pounds of Materials Used,Grain Products,2013,2,Malt and malt products,311283986,323703710,637743284.0,646071595.0
733,Pounds of Materials Used,Grain Products,2013,2,Corn and corn products,46499056,62631394,97096162.0,124491372.0
734,Pounds of Materials Used,Grain Products,2013,2,Rice and rice products,61926310,54391383,124103376.0,117959441.0
735,Pounds of Materials Used,Grain Products,2013,2,Barley and barley products,7486134,6060620,15629894.0,11891062.0
736,Pounds of Materials Used,Grain Products,2013,2,Wheat and wheat products,1823446,1422257,3361027.0,2768025.0
737,Pounds of Materials Used,Total Grain products,2013,2,Total Grain products,429018932,448209364,877933743.0,903181495.0
738,Pounds of Materials Used,Non-Grain Products,2013,2,Sugar and syrups,71244280,65774233,144122870.0,129081071.0
739,Pounds of Materials Used,Non-Grain Products,2013,2,Hops (dry),9456485,1464601,18624716.0,11122203.0
740,Pounds of Materials Used,Non-Grain Products,2013,2,Hops (used as extracts),324126,361917,647411.0,655405.0
741,Pounds of Materials Used,Non-Grain Products,2013,2,Other,9279419,7170348,19953316.0,16346707.0
742,Pounds of Materials Used,Total Non-Grain products,2013,2,Total Non-Grain products,90304310,74771099,183348313.0,157205386.0
743,Pounds of Materials Used,Total Used,2013,2,Total Used,519323242,522980463,1061282056.0,1060386881.0
744,Pounds of Materials Used,Grain Products,2013,3,Malt and malt products,340319408,369980511,978521908.0,1016074881.0
745,Pounds of Materials Used,Grain Products,2013,3,Corn and corn products,47314812,62379904,144443324.0,186877176.0
746,Pounds of Materials Used,Grain Products,2013,3,Rice and rice products,62869950,59250359,187206449.0,177211213.0
747,Pounds of Materials Used,Grain Products,2013,3,Barley and barley products,15469983,16967432,31115345.0,28858494.0
748,Pounds of Materials Used,Grain Products,2013,3,Wheat and wheat products,2721578,2947590,6118304.0,5715615.0
749,Pounds of Materials Used,Total Grain products,2013,3,Total Grain products,468695731,511525796,1347405330.0,1414737379.0
750,Pounds of Materials Used,Non-Grain Products,2013,3,Sugar and syrups,85703037,80530575,229846046.0,209611646.0
751,Pounds of Materials Used,Non-Grain Products,2013,3,Hops (dry),9754327,10388838,28393760.0,21511041.0
752,Pounds of Materials Used,Non-Grain Products,2013,3,Hops (used as extracts),372356,335457,1020346.0,990990.0
753,Pounds of Materials Used,Non-Grain Products,2013,3,Other,13802289,11070873,33755640.0,27417580.0
754,Pounds of Materials Used,Total Non-Grain products,2013,3,Total Non-Grain products,109632009,102325743,293015792.0,259531257.0
755,Pounds of Materials Used,Total Used,2013,3,Total Used,578327740,613851539,1640421122.0,1674268636.0
756,Pounds of Materials Used,Grain Products,2013,4,Malt and malt products,334351807,345013324,1313106808.0,1361088497.0
757,Pounds of Materials Used,Grain Products,2013,4,Corn and corn products,46416330,58184490,190859654.0,245061666.0
758,Pounds of Materials Used,Grain Products,2013,4,Rice and rice products,63584763,57264320,250791532.0,234475533.0
759,Pounds of Materials Used,Grain Products,2013,4,Barley and barley products,8355161,7616737,39531319.0,36443341.0
760,Pounds of Materials Used,Grain Products,2013,4,Wheat and wheat products,2339352,2001978,8468371.0,7717893.0
761,Pounds of Materials Used,Total Grain products,2013,4,Total Grain products,455047413,470080849,1802757684.0,1884786930.0
762,Pounds of Materials Used,Non-Grain Products,2013,4,Sugar and syrups,92273777,77370856,322119540.0,286982452.0
763,Pounds of Materials Used,Non-Grain Products,2013,4,Hops (dry),9791137,11620990,38190319.0,33131750.0
764,Pounds of Materials Used,Non-Grain Products,2013,4,Hops (used as extracts),302532,338454,1322880.0,1329444.0
765,Pounds of Materials Used,Non-Grain Products,2013,4,Other,11928594,9872116,45727189.0,37289696.0
766,Pounds of Materials Used,Total Non-Grain products,2013,4,Total Non-Grain products,114296040,99202416,407359928.0,358733342.0
767,Pounds of Materials Used,Total Used,2013,4,Total Used,569343453,569283265,2210117612.0,2243520272.0
768,Pounds of Materials Used,Grain Products,2013,5,Malt and malt products,353589770,373536872,1667088721.0,1734625369.0
769,Pounds of Materials Used,Grain Products,2013,5,Corn and corn products,53185970,66220273,244045914.0,311281939.0
770,Pounds of Materials Used,Grain Products,2013,5,Rice and rice products,65774053,61702673,316565981.0,296178206.0
771,Pounds of Materials Used,Grain Products,2013,5,Barley and barley products,9322039,7121884,49109945.0,43567547.0
772,Pounds of Materials Used,Grain Products,2013,5,Wheat and wheat products,4781594,2141616,13275009.0,9860359.0
773,Pounds of Materials Used,Total Grain products,2013,5,Total Grain products,486653426,510723318,2290085570.0,2395513420.0
774,Pounds of Materials Used,Non-Grain Products,2013,5,Sugar and syrups,96158421,87785368,418279540.0,374767820.0
775,Pounds of Materials Used,Non-Grain Products,2013,5,Hops (dry),10286943,12587512,48491993.0,45719343.0
776,Pounds of Materials Used,Non-Grain Products,2013,5,Hops (used as extracts),323157,346461,1646397.0,1675905.0
