,data_type,material_type,year,month,type,month_current_year,month_prior_year,ytd_current,ytd_prior_year
1044,Pounds of Materials Used,Grain Products,2015,4,Malt and malt products,310767436,1236972866,,
1045,Pounds of Materials Used,Grain Products,2015,4,Corn and corn products,50651219,213290064,,
1046,Pounds of Materials Used,Grain Products,2015,4,Rice and rice products,55895095,206021542,,
1047,Pounds of Materials Used,Grain Products,2015,4,Barley and barley products,9432668,49282912,,
1048,Pounds of Materials Used,Grain Products,2015,4,Wheat and wheat products,2543086,9639575,,
1049,Pounds of Materials Used,Total Grain products,2015,4,Total Grain products,429289504,1715206959,,
1050,Pounds of Materials Used,Non-Grain Products,2015,4,Sugar and syrups,82896506,311301650,,
1051,Pounds of Materials Used,Non-Grain Products,2015,4,Hops (dry),2184404,9581872,,
1052,Pounds of Materials Used,Non-Grain Products,2015,4,Hops (used as extracts),321444,1240314,,
1053,Pounds of Materials Used,Non-Grain Products,2015,4,Other,14074835,52075643,,
1054,Pounds of Materials Used,Total Non-Grain products,2015,4,Total Non-Grain products,99477189,374199479,,
1055,Pounds of Materials Used,Total Used,2015,4,Total Used,528766693,2089406438,,
1056,Pounds of Materials Used,Grain Products,2015,5,Malt and malt products,332384559,1569357425,,
1057,Pounds of Materials Used,Grain Products,2015,5,Corn and corn products,59463385,272753449,,
1058,Pounds of Materials Used,Grain Products,2015,5,Rice and rice products,59210512,265232054,,
1059,Pounds of Materials Used,Grain Products,2015,5,Barley and barley products,11006146,60289058,,
1060,Pounds of Materials Used,Grain Products,2015,5,Wheat and wheat products,3270150,12909725,,
1061,Pounds of Materials Used,Total Grain products,2015,5,Total Grain products,465334752,2180541711,,
1062,Pounds of Materials Used,Non-Grain Products,2015,5,Sugar and syrups,81171257,392472907,,
1063,Pounds of Materials Used,Non-Grain Products,2015,5,Hops (dry),2188410,11770282,,
1064,Pounds of Materials Used,Non-Grain Products,2015,5,Hops (used as extracts),345805,1586119,,
1065,Pounds of Materials Used,Non-Grain Products,2015,5,Other,16048061,68123704,,
1066,Pounds of Materials Used,Total Non-Grain products,2015,5,Total Non-Grain products,99753533,473953012,,
1067,Pounds of Materials Used,Total Used,2015,5,Total Used,565088285,2654494723,,
1068,Pounds of Materials Used,Grain Products,2015,6,Malt and malt products,383818029,1953175454,,
1069,Pounds of Materials Used,Grain Products,2015,6,Corn and corn products,58932810,331686259,,
1070,Pounds of Materials Used,Grain Products,2015,6,Rice and rice products,47366346,312601177,,
1071,Pounds of Materials Used,Grain Products,2015,6,Barley and barley products,24840171,85129229,,
1072,Pounds of Materials Used,Grain Products,2015,6,Wheat and wheat products,4325143,17234868,,
1073,Pounds of Materials Used,Total Grain products,2015,6,Total Grain products,519282499,2699826987,,
1074,Pounds of Materials Used,Non-Grain Products,2015,6,Sugar and syrups,78547713,471020620,,
1075,Pounds of Materials Used,Non-Grain Products,2015,6,Hops (dry),2991932,14762214,,
1076,Pounds of Materials Used,Non-Grain Products,2015,6,Hops (used as extracts),403948,1990067,,
1077,Pounds of Materials Used,Non-Grain Products,2015,6,Other,33086953,101210657,,
1078,Pounds of Materials Used,Total Non-Grain products,2015,6,Total Non-Grain products,115030546,588983558,,
1079,Pounds of Materials Used,Total Used,2015,6,Total Used,634313045,3288810545,,
1080,Pounds of Materials Used,Grain Products,2015,7,Malt and malt products,351222725,2304398179,,
1081,Pounds of Materials Used,Grain Products,2015,7,Corn and corn products,47503607,379189866,,
1082,Pounds of Materials Used,Grain Products,2015,7,Rice and rice products,64827600,377428777,,
1083,Pounds of Materials Used,Grain Products,2015,7,Barley and barley products,11059580,96188809,,
1084,Pounds of Materials Used,Grain Products,2015,7,Wheat and wheat products,4133710,21368578,,
1085,Pounds of Materials Used,Total Grain products,2015,7,Total Grain products,478747222,3178574209,,
1086,Pounds of Materials Used,Non-Grain Products,2015,7,Sugar and syrups,74805384,545826004,,
1087,Pounds of Materials Used,Non-Grain Products,2015,7,Hops (dry),2352314,17114528,,
1088,Pounds of Materials Used,Non-Grain Products,2015,7,Hops (used as extracts),339168,2329235,,
1089,Pounds of Materials Used,Non-Grain Products,2015,7,Other,25049222,126259879,,
1090,Pounds of Materials Used,Total Non-Grain products,2015,7,Total Non-Grain products,102546088,691529646,,
1091,Pounds of Materials Used,Total Used,2015,7,Total Used,581293310,3870103855,,
1092,Pounds of Materials Used,Grain Products,2015,8,Malt and malt products,326075404,2630473583,,
1093,Pounds of Materials Used,Grain Products,2015,8,Corn and corn products,49124855,428314721,,
1094,Pounds of Materials Used,Grain Products,2015,8,Rice and rice products,58190840,435619617,,
1095,Pounds of Materials Used,Grain Products,2015,8,Barley and barley products,11696242,107885051,,
1096,Pounds of Materials Used,Grain Products,2015,8,Wheat and wheat products,3015906,24384484,,
1097,Pounds of Materials Used,Total Grain products,2015,8,Total Grain products,448103247,3626677456,,
1098,Pounds of Materials Used,Non-Grain Products,2015,8,Sugar and syrups,80080228,625906232,,
1099,Pounds of Materials Used,Non-Grain Products,2015,8,Hops (dry),1807220,18921748,,
1100,Pounds of Materials Used,Non-Grain Products,2015,8,Hops (used as extracts),312425,2641660,,
1101,Pounds of Materials Used,Non-Grain Products,2015,8,Other,13967238,140227117,,
1102,Pounds of Materials Used,Total Non-Grain products,2015,8,Total Non-Grain products,96167111,787696757,,
1103,Pounds of Materials Used,Total Used,2015,8,Total Used,544270358,4414374213,,
1104,Pounds of Materials Used,Grain Products,2015,9,Malt and malt products,328674963,2959148546,,
1105,Pounds of Materials Used,Grain Products,2015,9,Corn and corn products,41626738,469941459,,
1106,Pounds of Materials Used,Grain Products,2015,9,Rice and rice products,48134917,483758366,,
1107,Pounds of Materials Used,Grain Products,2015,9,Barley and barley products,26802044,134687095,,
1108,Pounds of Materials Used,Grain Products,2015,9,Wheat and wheat products,3829592,28214076,,
1109,Pounds of Materials Used,Total Grain products,2015,9,Total Grain products,449068254,4075749542,,
1110,Pounds of Materials Used,Non-Grain Products,2015,9,Sugar and syrups,71270147,697176379,,
1111,Pounds of Materials Used,Non-Grain Products,2015,9,Hops (dry),4335014,23256762,,
1112,Pounds of Materials Used,Non-Grain Products,2015,9,Hops (used as extracts),339156,2980816,,
1113,Pounds of Materials Used,Non-Grain Products,2015,9,Other,18361202,158588319,,
1114,Pounds of Materials Used,Total Non-Grain products,2015,9,Total Non-Grain products,94305519,882002276,,
1115,Pounds of Materials Used,Total Used,2015,9,Total Used,543373773,4957751818,,
1116,Pounds of Materials Used,Grain Products,2015,10,Malt and malt products,305864536,3265013082,,
1117,Pounds of Materials Used,Grain Products,2015,10,Corn and corn products,41417962,511359421,,
1118,Pounds of Materials Used,Grain Products,2015,10,Rice and rice products,45050667,528809033,,
1119,Pounds of Materials Used,Grain Products,2015,10,Barley and barley products,13833433,148520528,,
1120,Pounds of Materials Used,Grain Products,2015,10,Wheat and wheat products,1568734,29782810,,
1121,Pounds of Materials Used,Total Grain products,2015,10,Total Grain products,407735332,4483484874,,
1122,Pounds of Materials Used,Non-Grain Products,2015,10,Sugar and syrups,77650579,774826958,,
1123,Pounds of Materials Used,Non-Grain Products,2015,10,Hops (dry),1826524,25083286,,
1124,Pounds of Materials Used,Non-Grain Products,2015,10,Hops (used as extracts),330925,3311741,,
1125,Pounds of Materials Used,Non-Grain Products,2015,10,Other,13718274,172306593,,
1126,Pounds of Materials Used,Total Non-Grain products,2015,10,Total Non-Grain products,93526302,975528578,,
1127,Pounds of Materials Used,Total Used,2015,10,Total Used,501261634,5459013452,,
1128,Pounds of Materials Used,Grain Products,2015,11,Malt and malt products,248702560,3513715642,,
1129,Pounds of Materials Used,Grain Products,2015,11,Corn and corn products,31612117,542971538,,
1130,Pounds of Materials Used,Grain Products,2015,11,Rice and rice products,38579400,567388433,,
1131,Pounds of Materials Used,Grain Products,2015,11,Barley and barley products,8852396,157372924,,
1132,Pounds of Materials Used,Grain Products,2015,11,Wheat and wheat products,1292617,31075427,,
1133,Pounds of Materials Used,Total Grain products,2015,11,Total Grain products,329039090,4812523964,,
1134,Pounds of Materials Used,Non-Grain Products,2015,11,Sugar and syrups,61470208,836297166,,
1135,Pounds of Materials Used,Non-Grain Products,2015,11,Hops (dry),1360528,26443814,,
1136,Pounds of Materials Used,Non-Grain Products,2015,11,Hops (used as extracts),258557,3570298,,
1137,Pounds of Materials Used,Non-Grain Products,2015,11,Other,13861638,186168231,,
1138,Pounds of Materials Used,Total Non-Grain products,2015,11,Total Non-Grain products,76950931,1052479509,,
1139,Pounds of Materials Used,Total Used,2015,11,Total Used,405990021,5865003473,,
1140,Pounds of Materials Used,Grain Products,2015,12,Malt and malt products,155495923,3669211565,,
1141,Pounds of Materials Used,Grain Products,2015,12,Corn and corn products,27270242,570241780,,
1142,Pounds of Materials Used,Grain Products,2015,12,Rice and rice products,36403087,603794296,,
1143,Pounds of Materials Used,Grain Products,2015,12,Barley and barley products,11466970,168839894,,
1144,Pounds of Materials Used,Grain Products,2015,12,Wheat and wheat products,1070326,32145753,,
1145,Pounds of Materials Used,Total Grain products,2015,12,Total Grain products,231706548,5044233288,,
1146,Pounds of Materials Used,Non-Grain Products,2015,12,Sugar and syrups,11332454,847629620,,
1147,Pounds of Materials Used,Non-Grain Products,2015,12,Hops (dry),284114545,310558359,,
1148,Pounds of Materials Used,Non-Grain Products,2015,12,Hops (used as extracts),41207,3611505,,
1149,Pounds of Materials Used,Non-Grain Products,2015,12,Other,3237774,189406005,,
1150,Pounds of Materials Used,Total Non-Grain products,2015,12,Total Non-Grain products,298725980,1351205489,,
1151,Pounds of Materials Used,Total Used,2015,12,Total Used,530432528,6395438777,,
1152,Pounds of Materials Used,Grain Products,2016,1,Malt and malt products,13269843,13269843,,
1153,Pounds of Materials Used,Grain Products,2016,1,Corn and corn products,63293,63293,,
1154,Pounds of Materials Used,Grain Products,2016,1,Rice and rice products,245003,245003,,
1155,Pounds of Materials Used,Grain Products,2016,1,Barley and barley products,1288972,1288972,,
1156,Pounds of Materials Used,Grain Products,2016,1,Wheat and wheat products,141812,141812,,
1157,Pounds of Materials Used,Total Grain products,2016,1,Total Grain products,15008923,15008923,,
1158,Pounds of Materials Used,Non-Grain Products,2016,1,Sugar and syrups,164096,164096,,
1159,Pounds of Materials Used,Non-Grain Products,2016,1,Hops (dry),145761,145761,,
1160,Pounds of Materials Used,Non-Grain Products,2016,1,Hops (used as extracts),8042,8042,,
1161,Pounds of Materials Used,Non-Grain Products,2016,1,Other,378366,378366,,
1162,Pounds of Materials Used,Total Non-Grain products,2016,1,Total Non-Grain products,696265,696265,,
1163,Pounds of Materials Used,Total Used,2016,1,Total Used,15705188,15705188,,
1164,Pounds of Materials Used,Grain Products,2016,2,Malt and malt products,11593322,24863165,,
1165,Pounds of Materials Used,Grain Products,2016,2,Corn and corn products,44157,107450,,
1166,Pounds of Materials Used,Grain Products,2016,2,Rice and rice products,676833,921836,,
1167,Pounds of Materials Used,Grain Products,2016,2,Barley and barley products,710739,1999711,,
1168,Pounds of Materials Used,Grain Products,2016,2,Wheat and wheat products,89222,231034,,
1169,Pounds of Materials Used,Total Grain products,2016,2,Total Grain products,13114273,28123196,,
1170,Pounds of Materials Used,Non-Grain Products,2016,2,Sugar and syrups,118169,282265,,
1171,Pounds of Materials Used,Non-Grain Products,2016,2,Hops (dry),117249,263010,,
1172,Pounds of Materials Used,Non-Grain Products,2016,2,Hops (used as extracts),6093,14135,,
1173,Pounds of Materials Used,Non-Grain Products,2016,2,Other,446955,825321,,
1174,Pounds of Materials Used,Total Non-Grain products,2016,2,Total Non-Grain products,688466,1384731,,
1175,Pounds of Materials Used,Total Used,2016,2,Total Used,13802739,29507927,,
1176,Pounds of Materials Used,Grain Products,2016,3,Malt and malt products,16110664,40973829,,
1177,Pounds of Materials Used,Grain Products,2016,3,Corn and corn products,7456,114906,,
1178,Pounds of Materials Used,Grain Products,2016,3,Rice and rice products,793898,1715817,,
1179,Pounds of Materials Used,Grain Products,2016,3,Barley and barley products,3944620,5944331,,
1180,Pounds of Materials Used,Grain Products,2016,3,Wheat and wheat products,337907,568941,,
1181,Pounds of Materials Used,Total Grain products,2016,3,Total Grain products,21194545,49317824,,
1182,Pounds of Materials Used,Non-Grain Products,2016,3,Sugar and syrups,219736,502001,,
1183,Pounds of Materials Used,Non-Grain Products,2016,3,Hops (dry),452882,715892,,
1184,Pounds of Materials Used,Non-Grain Products,2016,3,Hops (used as extracts),6977,21112,,
1185,Pounds of Materials Used,Non-Grain Products,2016,3,Other,1372711,2198032,,
1186,Pounds of Materials Used,Total Non-Grain products,2016,3,Total Non-Grain products,2052306,3437037,,
1187,Pounds of Materials Used,Total Used,2016,3,Total Used,23246851,52754861,,
1188,Pounds of Materials Used,Grain Products,2016,4,Malt and malt products,10396531,51370360,,
1189,Pounds of Materials Used,Grain Products,2016,4,Corn and corn products,275,115181,,
1190,Pounds of Materials Used,Grain Products,2016,4,Rice and rice products,676607,2392424,,
1191,Pounds of Materials Used,Grain Products,2016,4,Barley and barley products,539712,6484043,,
1192,Pounds of Materials Used,Grain Products,2016,4,Wheat and wheat products,51605,620546,,
1193,Pounds of Materials Used,Total Grain products,2016,4,Total Grain products,11664730,60982554,,
1194,Pounds of Materials Used,Non-Grain Products,2016,4,Sugar and syrups,153518,655519,,
1195,Pounds of Materials Used,Non-Grain Products,2016,4,Hops (dry),78105,793997,,
1196,Pounds of Materials Used,Non-Grain Products,2016,4,Hops (used as extracts),6071,27183,,
1197,Pounds of Materials Used,Non-Grain Products,2016,4,Other,95756,2293788,,
1198,Pounds of Materials Used,Total Non-Grain products,2016,4,Total Non-Grain products,333450,3770487,,
1199,Pounds of Materials Used,Total Used,2016,4,Total Used,11998180,64753041,,
1200,Pounds of Materials Used,Grain Products,2016,5,Malt and malt products,9714394,61084754,,
1201,Pounds of Materials Used,Grain Products,2016,5,Corn and corn products,500,115681,,
1202,Pounds of Materials Used,Grain Products,2016,5,Rice and rice products,648892,3041316,,
1203,Pounds of Materials Used,Grain Products,2016,5,Barley and barley products,418612,6902655,,
1204,Pounds of Materials Used,Grain Products,2016,5,Wheat and wheat products,36194,656740,,
1205,Pounds of Materials Used,Total Grain products,2016,5,Total Grain products,10818592,71801146,,
1206,Pounds of Materials Used,Non-Grain Products,2016,5,Sugar and syrups,118046,773565,,
1207,Pounds of Materials Used,Non-Grain Products,2016,5,Hops (dry),66909,860906,,
1208,Pounds of Materials Used,Non-Grain Products,2016,5,Hops (used as extracts),1795,28978,,
1209,Pounds of Materials Used,Non-Grain Products,2016,5,Other,88626,2382414,,
1210,Pounds of Materials Used,Total Non-Grain products,2016,5,Total Non-Grain products,275376,4045863,,
1211,Pounds of Materials Used,Total Used,2016,5,Total Used,11093968,75847009,,
1212,Pounds of Materials Used,Grain Products,2016,6,Malt and malt products,14335998,75420752,,
1213,Pounds of Materials Used,Grain Products,2016,6,Corn and corn products,8684,124365,,
1214,Pounds of Materials Used,Grain Products,2016,6,Rice and rice products,648601,3689917,,
1215,Pounds of Materials Used,Grain Products,2016,6,Barley and barley products,3380038,10282693,,
1216,Pounds of Materials Used,Grain Products,2016,6,Wheat and wheat products,368680,1025420,,
1217,Pounds of Materials Used,Total Grain products,2016,6,Total Grain products,18742001,90543147,,
1218,Pounds of Materials Used,Non-Grain Products,2016,6,Sugar and syrups,209884,983449,,
1219,Pounds of Materials Used,Non-Grain Products,2016,6,Hops (dry),324830,1185736,,
1220,Pounds of Materials Used,Non-Grain Products,2016,6,Hops (used as extracts),2901,31879,,
1221,Pounds of Materials Used,Non-Grain Products,2016,6,Other,1395602,3778016,,
1222,Pounds of Materials Used,Total Non-Grain products,2016,6,Total Non-Grain products,1933217,5979080,,
1223,Pounds of Materials Used,Total Used,2016,6,Total Used,20675218,96522227,,
1224,Pounds of Materials Used,Grain Products,2016,7,Malt and malt products,10855750,86276502,,
1225,Pounds of Materials Used,Grain Products,2016,7,Corn and corn products,345,124710,,
1226,Pounds of Materials Used,Grain Products,2016,7,Rice and rice products,889144,4579061,,
1227,Pounds of Materials Used,Grain Products,2016,7,Barley and barley products,699997,10982690,,
1228,Pounds of Materials Used,Grain Products,2016,7,Wheat and wheat products,74798,1100218,,
1229,Pounds of Materials Used,Total Grain products,2016,7,Total Grain products,12520034,103063181,,
1230,Pounds of Materials Used,Non-Grain Products,2016,7,Sugar and syrups,141651,1125100,,
1231,Pounds of Materials Used,Non-Grain Products,2016,7,Hops (dry),175278,1361014,,
1232,Pounds of Materials Used,Non-Grain Products,2016,7,Hops (used as extracts),1791,33670,,
1233,Pounds of Materials Used,Non-Grain Products,2016,7,Other,386932,4164948,,
1234,Pounds of Materials Used,Total Non-Grain products,2016,7,Total Non-Grain products,705652,6684732,,
1235,Pounds of Materials Used,Total Used,2016,7,Total Used,13225686,109747913,,
1236,Pounds of Materials Used,Grain Products,2016,8,Malt and malt products,10454205,96730707,,
1237,Pounds of Materials Used,Grain Products,2016,8,Corn and corn products,205,124915,,
1238,Pounds of Materials Used,Grain Products,2016,8,Rice and rice products,675382,5254443,,
1239,Pounds of Materials Used,Grain Products,2016,8,Barley and barley products,310695,11293385,,
1240,Pounds of Materials Used,Grain Products,2016,8,Wheat and wheat products,58487,1158705,,
1241,Pounds of Materials Used,Total Grain products,2016,8,Total Grain products,11498974,114562155,,
1242,Pounds of Materials Used,Non-Grain Products,2016,8,Sugar and syrups,178201,1303301,,
1243,Pounds of Materials Used,Non-Grain Products,2016,8,Hops (dry),178127,1539141,,
1244,Pounds of Materials Used,Non-Grain Products,2016,8,Hops (used as extracts),5131,38801,,
1245,Pounds of Materials Used,Non-Grain Products,2016,8,Other,70364,4235312,,
1246,Pounds of Materials Used,Total Non-Grain products,2016,8,Total Non-Grain products,431823,7116555,,
1247,Pounds of Materials Used,Total Used,2016,8,Total Used,11930797,121678710,,
1248,Pounds of Materials Used,Grain Products,2016,9,Malt and malt products,13362702,110093409,,
1249,Pounds of Materials Used,Grain Products,2016,9,Corn and corn products,10236,135151,,
1250,Pounds of Materials Used,Grain Products,2016,9,Rice and rice products,759649,6014092,,
1251,Pounds of Materials Used,Grain Products,2016,9,Barley and barley products,3451469,14744854,,
1252,Pounds of Materials Used,Grain Products,2016,9,Wheat and wheat products,311154,1469859,,
1253,Pounds of Materials Used,Total Grain products,2016,9,Total Grain products,17895210,132457365,,
1254,Pounds of Materials Used,Non-Grain Products,2016,9,Sugar and syrups,114284,1417585,,
1255,Pounds of Materials Used,Non-Grain Products,2016,9,Hops (dry),341114,1880255,,
1256,Pounds of Materials Used,Non-Grain Products,2016,9,Hops (used as extracts),2952,41753,,
1257,Pounds of Materials Used,Non-Grain Products,2016,9,Other,1106696,5342008,,
1258,Pounds of Materials Used,Total Non-Grain products,2016,9,Total Non-Grain products,1565046,8681601,,
1259,Pounds of Materials Used,Total Used,2016,9,Total Used,19460256,141138966,,
1260,Pounds of Materials Used,Grain Products,2016,10,Malt and malt products,9801457,119894866,,
1261,Pounds of Materials Used,Grain Products,2016,10,Corn and corn products,0,135151,,
1262,Pounds of Materials Used,Grain Products,2016,10,Rice and rice products,736241,6750333,,
1263,Pounds of Materials Used,Grain Products,2016,10,Barley and barley products,383392,15128246,,
1264,Pounds of Materials Used,Grain Products,2016,10,Wheat and wheat products,19912,1489771,,
1265,Pounds of Materials Used,Total Grain products,2016,10,Total Grain products,10941002,143398367,,
1266,Pounds of Materials Used,Non-Grain Products,2016,10,Sugar and syrups,115864,1533449,,
1267,Pounds of Materials Used,Non-Grain Products,2016,10,Hops (dry),61685,1941940,,
1268,Pounds of Materials Used,Non-Grain Products,2016,10,Hops (used as extracts),2122,43875,,
1269,Pounds of Materials Used,Non-Grain Products,2016,10,Other,66207,5408215,,
1270,Pounds of Materials Used,Total Non-Grain products,2016,10,Total Non-Grain products,245878,8927479,,
1271,Pounds of Materials Used,Total Used,2016,10,Total Used,11186880,152325846,,
1272,Pounds of Materials Used,Grain Products,2016,11,Malt and malt products,9290949,129185815,,
1273,Pounds of Materials Used,Grain Products,2016,11,Corn and corn products,150,135301,,
1274,Pounds of Materials Used,Grain Products,2016,11,Rice and rice products,724774,7475107,,
1275,Pounds of Materials Used,Grain Products,2016,11,Barley and barley products,182314,15310560,,
1276,Pounds of Materials Used,Grain Products,2016,11,Wheat and wheat products,28557,1518328,,
1277,Pounds of Materials Used,Total Grain products,2016,11,Total Grain products,10226744,153625111,,
1278,Pounds of Materials Used,Non-Grain Products,2016,11,Sugar and syrups,63448,1596897,,
1279,Pounds of Materials Used,Non-Grain Products,2016,11,Hops (dry),48846,1990786,,
1280,Pounds of Materials Used,Non-Grain Products,2016,11,Hops (used as extracts),5033,48908,,
1281,Pounds of Materials Used,Non-Grain Products,2016,11,Other,55017,5463232,,
1282,Pounds of Materials Used,Total Non-Grain products,2016,11,Total Non-Grain products,172344,9099823,,
1283,Pounds of Materials Used,Total Used,2016,11,Total Used,10399088,162724934,,
1284,Pounds of Materials Used,Grain Products,2016,12,Malt and malt products,11827661,141013476,,
1285,Pounds of Materials Used,Grain Products,2016,12,Corn and corn products,16200,151501,,
1286,Pounds of Materials Used,Grain Products,2016,12,Rice and rice products,15038,7490145,,
1287,Pounds of Materials Used,Grain Products,2016,12,Barley and barley products,2446254,17756814,,
1288,Pounds of Materials Used,Grain Products,2016,12,Wheat and wheat products,220831,1739159,,
1289,Pounds of Materials Used,Total Grain products,2016,12,Total Grain products,14525984,168151095,,
1290,Pounds of Materials Used,Non-Grain Products,2016,12,Sugar and syrups,87586,1684483,,
1291,Pounds of Materials Used,Non-Grain Products,2016,12,Hops (dry),218904,2209690,,
1292,Pounds of Materials Used,Non-Grain Products,2016,12,Hops (used as extracts),8997,57905,,
1293,Pounds of Materials Used,Non-Grain Products,2016,12,Other,662408,6125640,,
1294,Pounds of Materials Used,Total Non-Grain products,2016,12,Total Non-Grain products,977895,10077718,,
1295,Pounds of Materials Used,Total Used,2016,12,Total Used,15503879,178228813,,
1296,Pounds of Materials Used,Grain Products,2017,1,Malt and malt products,8435064,8435064,,
1297,Pounds of Materials Used,Grain Products,2017,1,Corn and corn products,0,0,,
1298,Pounds of Materials Used,Grain Products,2017,1,Rice and rice products,10405,10405,,
1299,Pounds of Materials Used,Grain Products,2017,1,Barley and barley products,153874,153874,,
1300,Pounds of Materials Used,Grain Products,2017,1,Wheat and wheat products,28355,28355,,
1301,Pounds of Materials Used,Total Grain products,2017,1,Total Grain products,8627698,8627698,,
1302,Pounds of Materials Used,Non-Grain Products,2017,1,Sugar and syrups,39933,39933,,
1303,Pounds of Materials Used,Non-Grain Products,2017,1,Hops (dry),43972,43972,,
1304,Pounds of Materials Used,Non-Grain Products,2017,1,Hops (used as extracts),6974,6974,,
1305,Pounds of Materials Used,Non-Grain Products,2017,1,Other,477233,477233,,
1306,Pounds of Materials Used,Total Non-Grain products,2017,1,Total Non-Grain products,568112,568112,,
1307,Pounds of Materials Used,Total Used,2017,1,Total Used,9195810,9195810,,
1308,Pounds of Materials Used,Grain Products,2017,2,Malt and malt products,2746382,11181446,,
1309,Pounds of Materials Used,Grain Products,2017,2,Corn and corn products,350,350,,
1310,Pounds of Materials Used,Grain Products,2017,2,Rice and rice products,590680,601085,,
1311,Pounds of Materials Used,Grain Products,2017,2,Barley and barley products,157027,310901,,
1312,Pounds of Materials Used,Grain Products,2017,2,Wheat and wheat products,31070,59425,,
1313,Pounds of Materials Used,Total Grain products,2017,2,Total Grain products,3525509,12153207,,
1314,Pounds of Materials Used,Non-Grain Products,2017,2,Sugar and syrups,55403,95336,,
1315,Pounds of Materials Used,Non-Grain Products,2017,2,Hops (dry),55754,99726,,
1316,Pounds of Materials Used,Non-Grain Products,2017,2,Hops (used as extracts),1690,8664,,
1317,Pounds of Materials Used,Non-Grain Products,2017,2,Other,67903,545136,,
1318,Pounds of Materials Used,Total Non-Grain products,2017,2,Total Non-Grain products,180750,748862,,
1319,Pounds of Materials Used,Total Used,2017,2,Total Used,3706259,12902069,,
1320,Pounds of Materials Used,Grain Products,2017,3,Malt and malt products,11015402,22196848,,
1321,Pounds of Materials Used,Grain Products,2017,3,Corn and corn products,6481,6831,,
1322,Pounds of Materials Used,Grain Products,2017,3,Rice and rice products,819857,1420942,,
1323,Pounds of Materials Used,Grain Products,2017,3,Barley and barley products,1773434,2084335,,
1324,Pounds of Materials Used,Grain Products,2017,3,Wheat and wheat products,193320,252745,,
1325,Pounds of Materials Used,Total Grain products,2017,3,Total Grain products,13808494,25961701,,
1326,Pounds of Materials Used,Non-Grain Products,2017,3,Sugar and syrups,149440,244776,,
1327,Pounds of Materials Used,Non-Grain Products,2017,3,Hops (dry),157263,256989,,
1328,Pounds of Materials Used,Non-Grain Products,2017,3,Hops (used as extracts),2133,10797,,
1329,Pounds of Materials Used,Non-Grain Products,2017,3,Other,583019,1128155,,
1330,Pounds of Materials Used,Total Non-Grain products,2017,3,Total Non-Grain products,891855,1640717,,
1331,Pounds of Materials Used,Total Used,2017,3,Total Used,14700349,27602418,,
1332,Pounds of Materials Used,Grain Products,2017,4,Malt and malt products,8777098,31012626,,
1333,Pounds of Materials Used,Grain Products,2017,4,Corn and corn products,10660,17491,,
1334,Pounds of Materials Used,Grain Products,2017,4,Rice and rice products,412657,1833599,,
1335,Pounds of Materials Used,Grain Products,2017,4,Barley and barley products,142779,2227114,,
1336,Pounds of Materials Used,Grain Products,2017,4,Wheat and wheat products,46116,298861,,
1337,Pounds of Materials Used,Total Grain products,2017,4,Total Grain products,9389310,35389691,,
1338,Pounds of Materials Used,Non-Grain Products,2017,4,Sugar and syrups,132019,376795,,
1339,Pounds of Materials Used,Non-Grain Products,2017,4,Hops (dry),151966,409113,,
1340,Pounds of Materials Used,Non-Grain Products,2017,4,Hops (used as extracts),1614,12411,,
1341,Pounds of Materials Used,Non-Grain Products,2017,4,Other,69748,1198233,,
1342,Pounds of Materials Used,Total Non-Grain products,2017,4,Total Non-Grain products,355347,1996552,,
1343,Pounds of Materials Used,Total Used,2017,4,Total Used,9744657,37386243,,
1344,Pounds of Materials Used,Grain Products,2017,5,Malt and malt products,10242822,41216768,,
1345,Pounds of Materials Used,Grain Products,2017,5,Corn and corn products,1642,19133,,
1346,Pounds of Materials Used,Grain Products,2017,5,Rice and rice products,1849,1835448,,
1347,Pounds of Materials Used,Grain Products,2017,5,Barley and barley products,183174,2410288,,
1348,Pounds of Materials Used,Grain Products,2017,5,Wheat and wheat products,36851,335712,,
1349,Pounds of Materials Used,Total Grain products,2017,5,Total Grain products,10466338,45817349,,
1350,Pounds of Materials Used,Non-Grain Products,2017,5,Sugar and syrups,24725,401520,,
1351,Pounds of Materials Used,Non-Grain Products,2017,5,Hops (dry),147645,556600,,
1352,Pounds of Materials Used,Non-Grain Products,2017,5,Hops (used as extracts),1939,14350,,
1353,Pounds of Materials Used,Non-Grain Products,2017,5,Other,74380,1272283,,
1354,Pounds of Materials Used,Total Non-Grain products,2017,5,Total Non-Grain products,248689,2244753,,
1355,Pounds of Materials Used,Total Used,2017,5,Total Used,10715027,48062102,,
1356,Pounds of Materials Used,Grain Products,2017,6,Malt and malt products,12936288,54153056,,
1357,Pounds of Materials Used,Grain Products,2017,6,Corn and corn products,4584,23717,,
1358,Pounds of Materials Used,Grain Products,2017,6,Rice and rice products,4901,1840349,,
1359,Pounds of Materials Used,Grain Products,2017,6,Barley and barley products,1333243,3743531,,
1360,Pounds of Materials Used,Grain Products,2017,6,Wheat and wheat products,235017,570729,,
1361,Pounds of Materials Used,Total Grain products,2017,6,Total Grain products,14514033,60331382,,
1362,Pounds of Materials Used,Non-Grain Products,2017,6,Sugar and syrups,57026,458546,,
1363,Pounds of Materials Used,Non-Grain Products,2017,6,Hops (dry),251754,808354,,
1364,Pounds of Materials Used,Non-Grain Products,2017,6,Hops (used as extracts),3152,17502,,
